id,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W4409474965,Zhangcheng Li|Wantana Areeprayolkij,https://openalex.org/A5035724487|https://openalex.org/A5024082551,|,TH|TH,Chiang Mai University|Chiang Mai University,https://openalex.org/I48076826|https://openalex.org/I48076826,True|False,,0,https://openalex.org/I48076826,An Application of SECI Model on Teaching Design and Practices in Chemistry Experiment Course,https://doi.org/10.1109/ectidamtncon64748.2025.10962016,,0.0,,False,en,False,closed,,,,,Higher Education and Teaching Methods,2025-01-29,2025.0,article
https://openalex.org/W4389500559,Feng Guo|Feng Niu|Li Chen|Zilong Ou-Yang,https://openalex.org/A5100696051|https://openalex.org/A5104831894|https://openalex.org/A5104164890|https://openalex.org/A5093452624,https://orcid.org/0000-0003-3584-154X||https://orcid.org/0000-0001-9089-4316|,|||,,,True|False|False|False,,0,,Research on Railway Engineering Knowledge Innovation Path based on SECI Model,https://doi.org/10.3724/sp.j.1224.2020.00581,,0.0,,False,en,True,bronze,JOURNAL OF ENGINEERING STUDIES,https://openalex.org/S4210217246,1674-4969,journal,Extenics and Innovation Methods,2020-12-01,2020.0,article
https://openalex.org/W4408423016,Chikako Morimoto,https://openalex.org/A5024434008,https://orcid.org/0000-0002-0085-1337,JP,Tokyo University of Science,https://openalex.org/I161296585,True,,0,https://openalex.org/I161296585,Applying the HAC-SECI Model to Faculty Members for Effective Active Learning,https://doi.org/10.54808/icsit2025.01.67,,0.0,,False,en,False,closed,Proceedings,https://openalex.org/S4220651940,2771-6368,journal,Education and Critical Thinking Development,2025-03-01,2025.0,article
https://openalex.org/W2128791565,David J. Snowden,https://openalex.org/A5114250144,,,,,True,,51,,Narrative Patterns: Uses of Story in the Third Age of Knowledge Management,https://doi.org/10.1142/s021964920200011x,,1.11448195,,False,en,False,closed,Journal of Information & Knowledge Management,https://openalex.org/S30163770,0219-6492,journal,Semantic Web and Ontologies,2002-03-01,2002.0,article
https://openalex.org/W4413841709,Katarzyna Tomiczak,https://openalex.org/A5119482380,https://orcid.org/0000-0001-8722-0329,PL,Warsaw University of Technology,https://openalex.org/I108403487,True,cc-by-nc-nd,0,https://openalex.org/I108403487,Beyond SECI Model: Custodian–Successor Roles in TK Transfer in Construction Academia,https://doi.org/10.34190/eckm.26.2.3760,,0.0,,False,en,True,diamond,European Conference on Knowledge Management,https://openalex.org/S4387282814,2048-8963,journal,Higher Education Learning Practices,2025-08-29,2025.0,article
https://openalex.org/W4413461429,Norasmanizan Abdullah|Amirulikhsan Zolkafli|Mazni Omar,https://openalex.org/A5065756051|https://openalex.org/A5001948102|https://openalex.org/A5017885665,https://orcid.org/0009-0004-1824-1627|https://orcid.org/0000-0003-3881-5056|https://orcid.org/0000-0003-1816-2940,GB|GB|GB,Oldham Council|Oldham Council|Oldham Council,https://openalex.org/I4210164339|https://openalex.org/I4210164339|https://openalex.org/I4210164339,True|False|False,,0,https://openalex.org/I4210164339,Optimizing Agricultural Knowledge Management Through the Seci Model: Impacts and Innovations,https://doi.org/10.2139/ssrn.5393885,,,,False,en,True,green,SSRN Electronic Journal,https://openalex.org/S4210172589,1556-5068,repository,Innovation and Knowledge Management,2025-01-01,2025.0,preprint
https://openalex.org/W7129026567,Kathrin Kirchner|Enrico Scarso,https://openalex.org/A5091496613|https://openalex.org/A5002692750,https://orcid.org/0000-0002-4638-0403|https://orcid.org/0000-0001-7617-8620,DK|IT,Technical University of Denmark|University of Padua,https://openalex.org/I96673099|https://openalex.org/I138689650,False|True,,0,https://openalex.org/I138689650,Revisiting the SECI Model: The Impact of Generative AI on Organizational Knowledge Creation,https://doi.org/10.1007/978-3-032-14721-9_6,,,,False,en,False,closed,Knowledge management and organizational learning,https://openalex.org/S4210179314,2199-8663,book series,AI in Service Interactions,2026-01-01,2026.0,book-chapter
https://openalex.org/W3213636440,Taiber Zoya Yurievna|Zha Shenyu,https://openalex.org/A5066840589|https://openalex.org/A5079562887,|,RU|TJ|RU|TJ,Moscow State University|Lomonosov Moscow State University|Lomonosov Moscow State University|Moscow State University,https://openalex.org/I4210150146|https://openalex.org/I19880235|https://openalex.org/I19880235|https://openalex.org/I4210150146,True|False,cc-by-sa,0,https://openalex.org/I19880235|https://openalex.org/I4210150146,The importance of effective externalization within the SECI model for organizational development: analysis based on game theory,https://doi.org/10.18721/je.14209,,0.0,,False,en,True,green,SHILAP Revista de lepidopterología,https://openalex.org/S112646816,0300-5267,journal,Economic Growth and Development,2021-01-01,2021.0,article
https://openalex.org/W4416005033,Yuwen Cen|Shumin Yan|Huijia Qiu,https://openalex.org/A5022368128|https://openalex.org/A5017992982|https://openalex.org/A5050174266,https://orcid.org/0000-0003-1635-1334|https://orcid.org/0000-0003-1983-7612|,CN||CN,Tongji University||Tongji University,https://openalex.org/I116953780||https://openalex.org/I116953780,True|False|False,,0,https://openalex.org/I116953780,Active Lurking Facilitates Dual Knowledge Creation: A Perspective from the SECI Model,https://doi.org/10.5465/amproc.2025.14878abstract,,,,False,en,False,closed,Academy of Management Proceedings,https://openalex.org/S4210223487,2151-6561,journal,,2025-07-01,2025.0,article
https://openalex.org/W7119511582,Lifen Han|Yanwu Zhao,https://openalex.org/A5122377848|https://openalex.org/A5122313561,|,CN|CN,Yuncheng University|Handan College,https://openalex.org/I110262843|https://openalex.org/I113389987,False|True,cc-by,0,https://openalex.org/I113389987,The SECI model of knowledge creation as an enabler of students’ creative behavior through the lens of absorptive capacity,https://doi.org/10.3389/fpsyg.2025.1708055,,,https://pubmed.ncbi.nlm.nih.gov/41583761,False,en,True,gold,Frontiers in Psychology,https://openalex.org/S9692511,1664-1078,journal,Creativity in Education and Neuroscience,2026-01-09,2026.0,article
https://openalex.org/W4391966290,Muhammad Saleem Sumbal|Quratulain Amber,https://openalex.org/A5090424415|https://openalex.org/A5052619760,https://orcid.org/0000-0003-2134-3654|https://orcid.org/0000-0002-3820-5584,HK|HK,Hong Kong Polytechnic University|Hong Kong Polytechnic University,https://openalex.org/I14243506|https://openalex.org/I14243506,True|False,,27,https://openalex.org/I14243506,ChatGPT: a game changer for knowledge management in organizations,https://doi.org/10.1108/k-06-2023-1126,,6.57179215,,False,en,False,closed,Kybernetes,https://openalex.org/S168682784,0368-492X,journal,Artificial Intelligence in Healthcare and Education,2024-02-20,2024.0,article
https://openalex.org/W4403313493,,,,,,,,,0,,Integrating SECI Model and Workplace Resilience Frameworks: A Unified Framework for Building Asnaf Entrepreneurs’ Resilience,https://doi.org/10.55057/ijaref.2024.6.2.16,,0.0,,False,en,False,closed,International Journal of Advanced Research in Economics and Finance,https://openalex.org/S4210191816,2682-812X,journal,Supply Chain Resilience and Risk Management,2024-06-01,2024.0,article
https://openalex.org/W4312462318,Winanti Winanti,https://openalex.org/A5062545830,,,,,True,other-oa,0,,Smart Learning Community at Culinary Community with SECI Model Adoption: Systematic Literature Review,https://doi.org/10.5815/ijeme.2022.04.01,,0.0,,False,en,True,diamond,International Journal of Education and Management Engineering,https://openalex.org/S4210185204,2305-3623,journal,Educational Methods and Impacts,2022-08-08,2022.0,article
https://openalex.org/W4285344023,Lingyu Li|Linlin Jin,https://openalex.org/A5100623762|https://openalex.org/A5100566585,https://orcid.org/0000-0002-4559-2711|,CN|CN,Jiangxi Science and Technology Normal University|Jiangxi Normal University|Jiangxi Normal University|Jiangxi Science and Technology Normal University,https://openalex.org/I41317344|https://openalex.org/I53592917|https://openalex.org/I53592917|https://openalex.org/I41317344,True|False,,0,https://openalex.org/I41317344|https://openalex.org/I53592917,Research on the Practical Teaching of Subject Educations of General Education in Colleges and Universities Based on the SECI Model,https://doi.org/10.1145/3516529.3516580,,0.0,,False,en,False,closed,,,,,Ideological and Political Education,2021-10-21,2021.0,article
https://openalex.org/W7118203349,Mohammad Hasan Tavakoli|Hojatollah Momivand,https://openalex.org/A5121930697|https://openalex.org/A5121963161,|,IR|IR,Imam Hossein University|Imam Hossein University,https://openalex.org/I120234788|https://openalex.org/I120234788,True|False,cc-by,0,https://openalex.org/I120234788,The Evolution of Knowledge Management Generations with a Focus on the Fourth Generation: Revisiting the SECI Model,https://doi.org/10.47176/smok.2025.1938,,0.0,,False,,True,diamond,Strategic Management of Organizational Knowledge,https://openalex.org/S5407016528,2645-4262,journal,Organizational Learning and Leadership,2025-11-25,2025.0,article
https://openalex.org/W4372215625,Arcadius Benawa|Murty Magda Pane,https://openalex.org/A5036479257|https://openalex.org/A5033304836,https://orcid.org/0000-0001-6536-2051|https://orcid.org/0000-0002-1893-7518,ID|ID,Binus University|Binus University,https://openalex.org/I166073570|https://openalex.org/I166073570,True|False,,0,https://openalex.org/I166073570,The Correlation between Organizational Commitment and SECI Model Implementaton during Knowledge Sharing Activities in Online Teamwork,https://doi.org/10.1145/3582580.3582586,,0.0,,False,en,False,closed,,,,,Knowledge Management and Sharing,2022-12-16,2022.0,article
https://openalex.org/W4416607169,Rheza Ega Winastwan|Lisda Safarina Zidna|Annisa Nur Fatwa|Almas Inti Kiasati,https://openalex.org/A5083172268|https://openalex.org/A5120612346|https://openalex.org/A5120516487|https://openalex.org/A5120377631,https://orcid.org/0009-0000-8715-1490||https://orcid.org/0009-0003-8623-6179|,ID|ID|ID|ID,Universitas Wijayakusuma Purwokerto|Universitas Wijayakusuma Purwokerto|Universitas Wijayakusuma Purwokerto|Universitas Wijayakusuma Purwokerto,https://openalex.org/I4210138280|https://openalex.org/I4210138280|https://openalex.org/I4210138280|https://openalex.org/I4210138280,True|False|False|False,cc-by-sa,0,https://openalex.org/I4210138280,Applying Knowledge Management in the Empowerment of Volunteers at Perpustakaan Limbah Pustaka Purbalingga: A SECI Model Approach,https://doi.org/10.14710/lenpust.v11i2.76832,,,,False,,True,diamond,Lentera Pustaka Jurnal Kajian Ilmu Perpustakaan Informasi dan Kearsipan,https://openalex.org/S4210169358,2302-4666,journal,,2025-09-16,2025.0,article
https://openalex.org/W4410093320,Karsten Böhm|Susanne Durst,https://openalex.org/A5066686319|https://openalex.org/A5016103726,https://orcid.org/0000-0002-2950-7433|https://orcid.org/0000-0001-8469-2427,AT|EE|IS,University of Applied Sciences Kufstein|Tallinn University of Technology|Reykjavík University|Tallinn University of Applied Sciences,https://openalex.org/I93485673|https://openalex.org/I111112146|https://openalex.org/I123185442|https://openalex.org/I4210096479,True|False,,13,https://openalex.org/I93485673,Knowledge management in the age of generative artificial intelligence – from SECI to GRAI,https://doi.org/10.1108/vjikms-10-2024-0357,,75.92090747,,False,en,False,closed,VINE Journal of Information and Knowledge Management Systems,https://openalex.org/S4210228535,2059-5891,journal,Competitive and Knowledge Intelligence,2025-05-05,2025.0,article
https://openalex.org/W2008981759,António Rito Silva|Michael Rosemann,https://openalex.org/A5024207525|https://openalex.org/A5038425065,https://orcid.org/0000-0001-9840-457X|https://orcid.org/0000-0003-3303-2896,AU|PT|AU,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento|Queensland University of Technology|University of Lisbon|Queensland University of Technology,https://openalex.org/I121345201|https://openalex.org/I160993911|https://openalex.org/I141596103|https://openalex.org/I160993911,True|False,,33,https://openalex.org/I121345201|https://openalex.org/I160993911|https://openalex.org/I141596103,<i>Processpedia</i>: an ecological environment for BPM stakeholders' collaboration,https://doi.org/10.1108/14637151211214993,,7.47024352,,False,en,False,closed,Business Process Management Journal,https://openalex.org/S2508752,1463-7154,journal,Business Process Modeling and Analysis,2012-02-03,2012.0,article
https://openalex.org/W4413841743,Giuseppe Liccardo|Roberto Cerchione,https://openalex.org/A5116480326|https://openalex.org/A5041255275,https://orcid.org/0009-0007-7823-5335|https://orcid.org/0000-0002-7025-3295,IT|IT,Parthenope University of Naples|Parthenope University of Naples,https://openalex.org/I183638586|https://openalex.org/I183638586,True|False,cc-by-nc-nd,0,https://openalex.org/I183638586,GenAI-Assisted Knowledge Generation: A Case Study on Human- Machine Collaboration Through the SECI Model,https://doi.org/10.34190/eckm.26.2.3774,,0.0,,False,en,True,diamond,European Conference on Knowledge Management,https://openalex.org/S4387282814,2048-8963,journal,Big Data and Business Intelligence,2025-08-29,2025.0,article
https://openalex.org/W4404383356,Jingwen Lai,https://openalex.org/A5072025883,,,,,True,cc-by,0,,Development Strategy of Steam Educational Books Subject Selection Based on SECI Model,https://doi.org/10.21275/sr22227204217,,0.0,,False,en,True,diamond,International Journal of Science and Research (IJSR),https://openalex.org/S4210240710,2319-7064,journal,Educational Reforms and Innovations,2022-03-05,2022.0,article
https://openalex.org/W2603617037,Ari Irawan,https://openalex.org/A5042772423,https://orcid.org/0000-0002-6837-3650,,,,True,cc-by-sa,0,,KNOWLEDGE MANAGEMENT SYSTEM TROUBLESHOOTING KOMPUTER MENGGUNAKAN SECI MODEL: STUDI KASUS DIVISI IT DEZA COMPUTER,https://doi.org/10.30998/faktorexacta.v9i4.1147,,0.0,,False,en,True,green,SHILAP Revista de lepidopterología,https://openalex.org/S112646816,0300-5267,journal,Edcuational Technology Systems,2017-02-01,2017.0,article
https://openalex.org/W4411296321,Yael Narwastu Jati|Saparso Saparso|Amy Iwani,https://openalex.org/A5118257694|https://openalex.org/A5013575581|https://openalex.org/A5043810479,||,||,,,True|False|False,,0,,PENINGKATAN KOMPETENSI PEDAGOGIK GURU BARU MELALUI DISIPLIN BELAJAR TEAM LEARNING DENGAN SECI MODEL,https://doi.org/10.31539/costing.v7i5.12389,,0.0,,False,id,True,diamond,Journal of Economic Bussines and Accounting (COSTING),https://openalex.org/S4210168697,2597-5226,journal,Education and Communication Studies,2024-09-15,2024.0,article
https://openalex.org/W2316477190,Ki-Nam Park,https://openalex.org/A5013623619,,,,,True,cc-by-nc,0,,Policy Decision Support using SECI Model: A focus on the Activation Policy of Conventional Markets,https://doi.org/10.15820/khjss.2008.34.3.006,,0.0,,False,en,True,hybrid,Journal of Social Science,https://openalex.org/S4210231694,1226-7546,journal,Technology and Data Analysis,2008-12-01,2008.0,article
https://openalex.org/W4411694018,Chun Ouyang,https://openalex.org/A5075868200,https://orcid.org/0000-0001-7098-5480,IE,University College Dublin,https://openalex.org/I100930933,True,cc-by-nc,0,https://openalex.org/I100930933,Effects of Digital Training and Big Data Utilization on Innovation Creation in MSMEs by SECI Model,https://doi.org/10.2991/978-94-6463-770-0_7,,0.0,,False,en,True,hybrid,"Advances in economics, business and management research/Advances in Economics, Business and Management Research",https://openalex.org/S4210228009,2352-5428,book series,Technology and Data Analysis,2025-01-01,2025.0,book-chapter
https://openalex.org/W4414069143,Özkan Kırmızı|Gizem Mutlu,https://openalex.org/A5008535595|https://openalex.org/A5017681831,https://orcid.org/0000-0003-3419-8257|https://orcid.org/0000-0002-4248-8003,TR|TR,Karabük University|Biruni University,https://openalex.org/I173761726|https://openalex.org/I4210104933,True|False,,0,https://openalex.org/I173761726,Mapping pre-service teacher learning in collaborative lesson planning: a SECI model joint display analysis,https://doi.org/10.1108/ijlls-04-2025-0096,,0.0,,False,en,False,closed,International Journal for Lesson and Learning Studies,https://openalex.org/S2764836813,2046-8253,journal,Innovative Education and Learning Practices,2025-07-24,2025.0,article
https://openalex.org/W35516814,Noordin Azyantie,https://openalex.org/A5056097053,,,,,True,,0,,Adapting Nonaka's SECI Model in Developing Knowledge Management System for UUM's Golf Club,https://doi.org/10.1039/c9ra10775d,,,,False,en,True,green,RSC Advances,https://openalex.org/S2481244646,2046-2069,journal,Big Data and Business Intelligence,2005-10-27,2005.0,dissertation
https://openalex.org/W3118430278,Letícia de Castro Peixoto|Ricardo Rodrigues Barbosa|Adriana Ferreira de Faria,https://openalex.org/A5011204421|https://openalex.org/A5016150280|https://openalex.org/A5011815633,https://orcid.org/0000-0002-5083-7146|https://orcid.org/0000-0002-0217-3664|https://orcid.org/0000-0002-4850-4545,BR|BR|BR,Universidade Federal de Minas Gerais|Pontifícia Universidade Católica de Minas Gerais|Universidade Federal de Minas Gerais|Universidade Federal de Viçosa,https://openalex.org/I110200422|https://openalex.org/I170935008|https://openalex.org/I110200422|https://openalex.org/I146165071,True|False|False,,28,https://openalex.org/I110200422|https://openalex.org/I170935008,"Management of Regional Knowledge: Knowledge Flows Among University, Industry, and Government",https://doi.org/10.1007/s13132-020-00702-9,,5.79431341,,False,en,False,closed,Journal of the Knowledge Economy,https://openalex.org/S60370010,1868-7865,journal,University-Industry-Government Innovation Models,2021-01-06,2021.0,article
https://openalex.org/W1531350406,Lea Hennala|Satu Parjanen|Tuomo Uotila,https://openalex.org/A5009056769|https://openalex.org/A5007963303|https://openalex.org/A5047155433,https://orcid.org/0000-0002-7357-5556|https://orcid.org/0000-0001-6206-274X|https://orcid.org/0000-0001-7859-8450,FI|FI|FI,Lappeenranta-Lahti University of Technology|Lappeenranta-Lahti University of Technology|Lappeenranta-Lahti University of Technology,https://openalex.org/I63548447|https://openalex.org/I63548447|https://openalex.org/I63548447,True|False|False,,50,https://openalex.org/I63548447,Challenges of multi‐actor involvement in the public sector front‐end innovation processes,https://doi.org/10.1108/14601061111148843,,4.3993887,,False,en,False,closed,European Journal of Innovation Management,https://openalex.org/S90149737,1460-1060,journal,Innovative Approaches in Technology and Social Development,2011-07-25,2011.0,article
https://openalex.org/W2899199210,Mingshan Jiang|Hongmin Li|Zhifei Li,https://openalex.org/A5082442152|https://openalex.org/A5101804620|https://openalex.org/A5100782890,|https://orcid.org/0000-0002-1107-6348|https://orcid.org/0000-0001-5045-0569,CN|JP|CN|JP|CN|JP,Yunnan University of Finance And Economics|Japan Advanced Institute of Science and Technology|Yunnan University of Finance And Economics|Japan Advanced Institute of Science and Technology|Japan Advanced Institute of Science and Technology|Yunnan University of Finance And Economics,https://openalex.org/I49185572|https://openalex.org/I177738480|https://openalex.org/I49185572|https://openalex.org/I177738480|https://openalex.org/I177738480|https://openalex.org/I49185572,False|False|True,cc-by-nc,0,https://openalex.org/I177738480|https://openalex.org/I49185572,Study on Management of Project for HK and Macao Exchange Program of Yunnan University of Finance and Economics under SECI Model,https://doi.org/10.2991/isbcd-18.2018.37,,0.0,,False,en,True,gold,,,,,Innovation and Knowledge Management,2018-01-01,2018.0,article
https://openalex.org/W2087806343,V. M. Nakariakov|T. D. Arber|C. E. Ault|A. C. Katsiyannis|David R. Williams|F. P. Keenan,https://openalex.org/A5041116463|https://openalex.org/A5014594524|https://openalex.org/A5086536179|https://openalex.org/A5004772279|https://openalex.org/A5012720439|https://openalex.org/A5062517153,https://orcid.org/0000-0001-6423-8286|https://orcid.org/0000-0002-9322-4913||https://orcid.org/0000-0003-3764-0928|https://orcid.org/0000-0001-9922-8117|https://orcid.org/0000-0001-5435-1170,GB|GB|GB|GB|GB|GB,University of Warwick|University of Warwick|University of Warwick|Queen's University Belfast|University College London|Queen's University Belfast,https://openalex.org/I39555362|https://openalex.org/I39555362|https://openalex.org/I39555362|https://openalex.org/I126231945|https://openalex.org/I45129253|https://openalex.org/I126231945,True|False|False|False|False|False,,127,https://openalex.org/I39555362,Time signatures of impulsively generated coronal fast wave trains,https://doi.org/10.1111/j.1365-2966.2004.07537.x,,3.87793645,,False,en,True,bronze,Monthly Notices of the Royal Astronomical Society,https://openalex.org/S195663288,0035-8711,journal,Solar and Space Plasma Dynamics,2004-04-01,2004.0,article
https://openalex.org/W4414554592,Dadan Dasari|Agus Hendriyanto|Sani Sahara|I Putu Wisna Ariawan|Lukman Hakim Muhaimin|Samsul Pahmi,https://openalex.org/A5042019148|https://openalex.org/A5048711264|https://openalex.org/A5016173336|https://openalex.org/A5009851123|https://openalex.org/A5074139418|https://openalex.org/A5072107408,|https://orcid.org/0000-0001-6473-8379|https://orcid.org/0000-0001-5426-4296|https://orcid.org/0000-0002-2996-6648|https://orcid.org/0000-0003-0129-8278|https://orcid.org/0000-0002-3246-5836,ID|ID|ID|ID|ID|ID,Indonesia University of Education|President University|State University of Jakarta|Universitas Pendidikan Ganesha|Indonesia University of Education|President University,https://openalex.org/I130218214|https://openalex.org/I190243414|https://openalex.org/I3133421993|https://openalex.org/I4210090826|https://openalex.org/I130218214|https://openalex.org/I190243414,True|False|False|False|False|False,cc-by-nc-nd,0,https://openalex.org/I130218214,Crafting epistemic knowledge in statistics education via didactical engineering integrating the theory of didactical situations and the SECI model,https://doi.org/10.1007/s43621-025-01838-x,,0.0,,False,en,True,gold,Discover Sustainability,https://openalex.org/S4210179043,2662-9984,journal,Statistics Education and Methodologies,2025-09-26,2025.0,article
https://openalex.org/W2904697865,Nadja Drexel,https://openalex.org/A5090552161,,,,,True,cc-by,0,,"Knowledge Creation in New Ventures Based on the SECI Model: Similarities and Differences Between Japan, South Korea, and Austria",https://doi.org/10.2478/vjeas-2014-0007,,0.0,,False,en,True,diamond,Vienna journal of East Asian studies,https://openalex.org/S4210239339,2521-702X,journal,Innovation and Knowledge Management,2014-11-23,2014.0,article
https://openalex.org/W4415663450,"Muhammad Ali|Alena Semivolos|Alena V. Semivolos|Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei",https://openalex.org/A5075843091|https://openalex.org/A5013714841||,https://orcid.org/0000-0002-3962-1600|||,|||,,,True|False|False|False,,0,,RECONCEPTUALIZING THE SECI MODEL: AN INNOVATIVE FRAMEWORK LEVERAGING AI FOR ACCELERATED KNOWLEDGE CREATION AND TRANSFER,https://doi.org/10.36871/ek.up.p.r.2025.07.09.021,,,,False,,False,closed,EKONOMIKA I UPRAVLENIE PROBLEMY RESHENIYA,https://openalex.org/S4210197898,2227-3891,journal,,2025-01-01,2025.0,article
https://openalex.org/W1681900178,Koshiro Matsushita|Masae Takimoto|Miho Miyauchi|Masaaki Takemura,https://openalex.org/A5040039877|https://openalex.org/A5056394059|https://openalex.org/A5066322123|https://openalex.org/A5019225864,|||https://orcid.org/0000-0003-0489-2977,|||,,,True|False|False|False,,0,,How does the seci model work in risk knowledge creation? The difficulty of justification in a combination mode,https://doi.org/10.17626/dbem.icom.p01.2012.p021,,,,False,en,True,green,Szent István Egyetem Gazdaság és Társadalomtudományok Kar Üzleti Tudományok Intézet,https://openalex.org/S7407052174,,repository,Risk Perception and Management,2012-01-01,2012.0,book-chapter
https://openalex.org/W2167936946,Juan de Jesús Pinto Jiménez,https://openalex.org/A5091914235,,CO|ES,Icesi University|Universidad de Deusto,https://openalex.org/I76842071|https://openalex.org/I136040515,True,cc-by,15,https://openalex.org/I136040515|https://openalex.org/I76842071,SISTEMAS DE GESTIÓN DE COMPETENCIAS BASADO EN CAPACIDADES Y RECURSOS Y SU RELACIÓN CON EL SISTEMA SECI DE GESTIÓN DEL CONOCIMIENTO REALIZADAS POR LAS PEQUEÑAS EMPRESAS DEL UROLA MEDIO (ESPAÑA),https://doi.org/10.1016/s0123-5923(07)70023-2,,3.18760187,,False,en,True,diamond,Estudios Gerenciales,https://openalex.org/S2898340276,0123-5923,journal,"Business, Innovation, and Economy",2007-12-31,2007.0,article
https://openalex.org/W4417088733,Wazhia Faturrahman|Mohammad Basit,https://openalex.org/A5120752216|https://openalex.org/A5003550254,|https://orcid.org/0000-0002-7063-2367,ID|ID,Universitas Sari Mutiara Indonesia|Universitas Sari Mutiara Indonesia,https://openalex.org/I4210099277|https://openalex.org/I4210099277,True|False,cc-by,0,https://openalex.org/I4210099277,Hubungan pelaksanaan discharge planning berbasis knowledge management SECI model dengan tingkat kemandirian activity daily living,https://doi.org/10.34305/hrvy6252,,,,False,,True,diamond,Journal of Nursing Practice and Education,https://openalex.org/S4210238331,2775-0663,journal,,2025-12-05,2025.0,article
https://openalex.org/W4409171478,Chang Chen|Manabu Sawaguchi|Y. Mori,https://openalex.org/A5100749070|https://openalex.org/A5046723517|https://openalex.org/A5081330652,https://orcid.org/0000-0003-4937-8103||https://orcid.org/0000-0002-9488-9888,||,,,True|False|False,cc-by,0,,Knowledge Management Application for Small and Medium-Sized Service-Oriented Enterprises Based on the SECI Model,https://doi.org/10.14569/ijacsa.2025.0160308,,0.0,,False,en,True,diamond,International Journal of Advanced Computer Science and Applications,https://openalex.org/S23629721,2156-5570,journal,Collaboration in agile enterprises,2025-01-01,2025.0,article
https://openalex.org/W4404951209,Tobias Richter|Johannes Paul|Lior Wolf|Ferhat Boumdine,https://openalex.org/A5026637064|https://openalex.org/A5111521754|https://openalex.org/A5078102229|https://openalex.org/A5114970616,https://orcid.org/0000-0002-0467-9044||https://orcid.org/0000-0001-5578-8892|,|||,,,True|False|False|False,,0,,SLOWLY DYING OR RESILIENT? REVISITING THE SECI MODEL AFTER 3 DECADES IN THE CONTEXT OF GENERATIVE AI,https://doi.org/10.21125/iceri.2024.1580,,0.0,,False,en,False,closed,ICERI proceedings,https://openalex.org/S4220651900,2340-1095,journal,Misinformation and Its Impacts,2024-11-01,2024.0,article
https://openalex.org/W4386011828,Gaurav Sehgal,https://openalex.org/A5070507060,,,,,True,cc-by-sa,0,,Theoretical Review on Strengthening Tourism Supply Chain Infrastructure using Knowledge Management’s and SECI Model with reference to Jammu based Tourism,https://doi.org/10.36948/ijfmr.2023.v05i04.5549,,0.0,,False,en,True,hybrid,International Journal For Multidisciplinary Research,https://openalex.org/S4210207214,2582-2160,journal,Innovation and Socioeconomic Development,2023-08-20,2023.0,article
https://openalex.org/W2736304355,Darío Liberona|Cristian R. Rojas,https://openalex.org/A5025183416|https://openalex.org/A5057105677,https://orcid.org/0000-0003-3235-6688|https://orcid.org/0000-0003-0355-2663,CL|CL,Federico Santa María Technical University|Federico Santa María Technical University,https://openalex.org/I75778554|https://openalex.org/I75778554,True|False,,10,https://openalex.org/I75778554,Entrepreneurship Knowledge Transfer Through a Serious Games Platform,https://doi.org/10.1007/978-3-319-62698-7_13,,0.0,,False,en,False,closed,Communications in computer and information science,https://openalex.org/S2764900261,1865-0929,book series,Educational Games and Gamification,2017-01-01,2017.0,book-chapter
https://openalex.org/W4403201578,Roynaldy Rosdiyanto|Imelda Imelda|Tjahjanto Tjahjanto,https://openalex.org/A5107817529|https://openalex.org/A5000133068|https://openalex.org/A5091010428,|https://orcid.org/0000-0003-2106-417X|,||,,,True|False|False,cc-by-sa,0,,Knowledge Management System dengan SECI Model sebagai Sharing Knowledge Perusahaan Software Developer PT. XYZ,https://doi.org/10.30864/eksplora.v14i1.1045,,0.0,,False,id,True,diamond,Eksplora Informatika,https://openalex.org/S4210236244,2460-3694,journal,Edcuational Technology Systems,2024-09-30,2024.0,article
https://openalex.org/W4412377961,Hongwei An,https://openalex.org/A5025187570,https://orcid.org/0000-0002-9082-1405,CN,Guangdong University of Foreign Studies|Guangdong University Of Finances and Economics,https://openalex.org/I186272606|https://openalex.org/I201459984,True,,0,https://openalex.org/I186272606|https://openalex.org/I201459984,SECI Model Empowered by Big Data in Research on Knowledge Flow in Spanish Writing Wisdom Classroom,https://doi.org/10.1007/978-3-031-95252-4_9,,0.0,,False,en,False,closed,Learning and analytics in intelligent systems,https://openalex.org/S4210221551,2662-3447,book series,Online Learning and Analytics,2025-01-01,2025.0,book-chapter
